Altium Designer Pick and Place Locations
C:\Users\john lin\SVN\MB1381\Trunk\03-Manufacturing\MB1381B_PCB\Assembly\MB1381-B01_PickandPlace.txt

========================================================================================================================
File Design Information:

Date:       09/07/18
Time:       14:07
Revision:   Not in VersionControl
Variant:    H745XI
Units used: mm

Designator Comment                Layer       Footprint                                          Center-X(mm) Center-Y(mm) Rotation Description                                                                                                                                                                            
R145       Resistor               TopLayer    R0402                                              12.6386      44.1701      360      Resistor,22R,0402,1%,1/16W                                                                                                                                                             
R185       Resistor               TopLayer    R0402                                              101.0150     36.4279      270      Resistor,3K,0402,1%,1/16W                                                                                                                                                              
R186       Resistor               TopLayer    R0402                                              97.1370      36.4228      90       Resistor,100R,0402,1%,1/16W                                                                                                                                                            
R197       Resistor               TopLayer    R0402                                              92.0720      25.3970      360      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R209       Resistor               TopLayer    R0402                                              102.5649     20.8018      270      Resistor,4K7,0402,1%,1/16W                                                                                                                                                             
R199       Resistor               TopLayer    R0402                                              92.0750      24.3840      360      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R208       Resistor               TopLayer    R0402                                              101.5230     20.8018      270      Resistor,4K7,0402,1%,1/16W                                                                                                                                                             
R210       Resistor               TopLayer    R0402                                              92.7730      20.0099      360      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R207       Resistor               TopLayer    R0402                                              97.7260      21.2799      360      Resistor,100R,0402,1%,1/16W                                                                                                                                                            
R194       Resistor               TopLayer    R0402                                              105.6841     31.4960      360      Resistor,100R,0402,1%,1/16W                                                                                                                                                            
R117       Resistor               TopLayer    R0402                                              18.6690      50.2920      360      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R116       Resistor               TopLayer    R0402                                              30.5178      51.1449      180      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R121       Resistor               TopLayer    R0402                                              18.6690      49.2930      180      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R161       Resistor               TopLayer    R0402                                              26.0599      43.3680      270      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R125       Resistor               TopLayer    R0402                                              18.6690      47.4871      180      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R135       Resistor               TopLayer    R0402                                              18.6690      44.9849      180      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R164       Resistor               TopLayer    R0402                                              18.9479      43.2559      270      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R163       Resistor               TopLayer    R0402                                              19.9890      43.2890      270      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R160       Resistor               TopLayer    R0402                                              25.0238      43.3680      270      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R162       Resistor               TopLayer    R0402                                              20.9799      43.3070      270      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R128       Resistor               TopLayer    R0402                                              30.4340      46.7510      360      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R155       Resistor               TopLayer    R0402                                              28.1450      43.3779      270      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R158       Resistor               TopLayer    R0402                                              27.1120      43.3779      270      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R36        Resistor               TopLayer    R0402                                              32.6890      72.5089      180      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R2         resister               TopLayer    R0402                                              17.0429      84.9630      180      Resistor,33R,0402,1%,1/16W                                                                                                                                                             
R3         resister               TopLayer    R0402                                              31.1150      84.9089      180      Resistor,33R,0402,1%,1/16W                                                                                                                                                             
R30        Resistor               TopLayer    R0402                                              16.9410      74.0329      180      Resistor,33R,0402,1%,1/16W                                                                                                                                                             
R31        Resistor               TopLayer    R0402                                              31.1650      74.0329      180      Resistor,33R,0402,1%,1/16W                                                                                                                                                             
R9         resister               TopLayer    R0402                                              17.0680      77.4619      180      Resistor,33R,0402,1%,1/16W                                                                                                                                                             
R65        Resister               TopLayer    R0402                                              16.9410      66.4129      180      Resistor,33R,0402,1%,1/16W                                                                                                                                                             
R14        resister               TopLayer    R0402                                              31.0380      75.9379      180      Resistor,33R,0402,1%,1/16W                                                                                                                                                             
R69        Resistor               TopLayer    R0402                                              31.1450      65.0740      180      Resistor,33R,0402,1%,1/16W                                                                                                                                                             
R1         Resistor               TopLayer    R0805                                              90.9290      84.7060      90       Resistor,0R,0805,5%                                                                                                                                                                    
R87        Resistor               TopLayer    R0603                                              82.7024      58.8010      360      Resistor,10K,0603,1%,1/10W                                                                                                                                                             
R33        Resistor               TopLayer    R0603                                              68.6529      72.6359      180      Resistor,13K,0603,1%,1/10W                                                                                                                                                             
R52        Resistor               TopLayer    R0603                                              68.6529      71.3349      360      Resistor,13K,0603,1%,1/10W                                                                                                                                                             
R92        Resistor               TopLayer    R0603                                              85.8060      56.8960      90       Resistor,510R,0603,1%,1/10W                                                                                                                                                            
R72        Resistor               TopLayer    R0805                                              81.9650      62.9890      90       Resistor,0R,0805,5%                                                                                                                                                                    
R131       Resistor               TopLayer    R0603                                              90.0321      45.4599      90       Resistor,75K,0603,1%,1/10W                                                                                                                                                             
R71        Resistor               TopLayer    R0805                                              83.6930      62.9920      270      Resistor,56R,0805,1%                                                                                                                                                                   
R99        Resistor               TopLayer    R0603                                              90.0400      53.3370      270      Resistor,0R,0603,5%,1/10W                                                                                                                                                              
R58        Resistor               TopLayer    R0603                                              73.3519      69.4299      360      Resistor,10K,0603,1%,1/10W                                                                                                                                                             
R129       Resistor               TopLayer    R0805                                              87.2940      45.2951      90       Resistor,2K,0805,1%                                                                                                                                                                    
R68        Resistor               TopLayer    R0603                                              73.3798      65.4500      360      Resistor,1K,0603,1%,1/10W                                                                                                                                                              
R57        Resistor               TopLayer    R0603                                              84.5310      69.5960      180      Resistor,1K,0603,1%,1/10W                                                                                                                                                              
R35        Resistor               TopLayer    R0603                                              70.8398      72.0138      90       Resistor,20K,0603,1%,1/10W                                                                                                                                                             
R34        Resistor               TopLayer    R0805                                              73.3219      72.3570      180      Resistor,0R,0805,5%                                                                                                                                                                    
R118       Resistor               TopLayer    R0603                                              82.8009      49.1459      90       Resistor,124K,0603,1%                                                                                                                                                                  
R10        Resistor               TopLayer    R0603                                              87.8840      77.1914      360      Resistor,10K,0603,1%,1/10W                                                                                                                                                             
R5         Resistor               TopLayer    R0805                                              85.2190      81.1500      180      Resistor,68R,0805,1%                                                                                                                                                                   
R32        Resistor               TopLayer    R0805                                              88.7730      72.0090      90       Resistor,10R,0805,1%,Stackpole,1/4W                                                                                                                                                    
R4         Resistor               TopLayer    R0603                                              63.6008      83.3120      90       Resistor,0R,0603,5%,1/10W                                                                                                                                                              
R8         Resistor               TopLayer    R0805                                              60.4490      77.1850      90       Resistor,15R,0805,1%                                                                                                                                                                   
R12        Resistor               TopLayer    R0805                                              118.4879     76.0700      90       Resistor,0R,0805,5%                                                                                                                                                                    
R27        Resistor               TopLayer    R0805                                              92.3790      73.2790      270      Resistor,75R,0805,1%                                                                                                                                                                   
R13        Resistor               TopLayer    R0805                                              122.9330     76.0700      90       Resistor,0R,0805,5%                                                                                                                                                                    
R11        Resistor               TopLayer    R0805                                              112.6459     76.9590      180      Resistor,75R,0805,1%                                                                                                                                                                   
R15        Resistor               TopLayer    R0805                                              112.6459     75.3080      180      Resistor,75R,0805,1%                                                                                                                                                                   
R82        resister               TopLayer    R0805                                              104.0130     60.9669      360      Resistor,0R,0805,5%                                                                                                                                                                    
R28        Resistor               TopLayer    R0805                                              90.6269      73.2790      270      Resistor,75R,0805,1%                                                                                                                                                                   
R181       Resistor               TopLayer    R0805                                              78.3859      38.5491      180      Resistor,10R,0805,1%,Stackpole,1/4W                                                                                                                                                    
R187       Resistor               TopLayer    R0402                                              78.9049      36.4429      180      Resistor,100K,0402,1%,1/16W                                                                                                                                                            
R190       Resistor               TopLayer    R0603                                              69.4657      35.1141      360      Resistor,0R,0603,ULO                                                                                                                                                                   
R192       Resistor               TopLayer    R0603                                              69.4657      33.7450      360      Resistor,4K7,0603,1%,1/10W                                                                                                                                                             
R142       Resistor               TopLayer    R0603                                              72.8619      44.1170      360      Resistor,4K7,0603,1%,1/10W                                                                                                                                                             
R222       Resistor               TopLayer    R0402                                              43.4675      10.2372      270      Resistor,120R,0402,1%,1/16W                                                                                                                                                            
R223       Resistor               TopLayer    R0402                                              46.0075      10.2321      270      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R224       Resistor               TopLayer    R0402                                              52.4683      10.1559      270      Resistor,120R,0402,1%,1/16W                                                                                                                                                            
R225       Resistor               TopLayer    R0402                                              55.0161      10.1559      270      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R96        Resistor               TopLayer    R0402                                              97.1929      55.2450      270      Resistor,12K1,0402,1%,1/16W                                                                                                                                                            
R122       N/A                    TopLayer    R0402                                              95.4657      48.4629      0        Resistor,0R,0402,5%,1/16W                                                                                                                                                              
R141       Resistor               TopLayer    R0402                                              103.9541     44.5661      90       Resistor,100R,0402,1%,1/16W                                                                                                                                                            
R137       Resistor               TopLayer    R0402                                              102.9381     44.6298      90       Resistor,100R,0402,1%,1/16W                                                                                                                                                            
R134       Resistor               TopLayer    R0603                                              105.6709     44.8838      360      Resistor,1K5,0603,1%,1/10W                                                                                                                                                             
R127       Resistor               TopLayer    R0402                                              105.4829     47.0350      180      Resistor,4K7,0402,1%,1/16W                                                                                                                                                             
R95        Resistor               TopLayer    R0402                                              92.2782      55.4167      270      Resistor,330R,0402,1%,1/16W                                                                                                                                                            
R7         Resistor               TopLayer    R0402                                              112.2649     78.4830      180      Resistor,330R,0402,1%,1/16W                                                                                                                                                            
R94        Resistor               TopLayer    R0402                                              93.3958      55.4482      270      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R120       Resistor               TopLayer    R0402                                              105.4600     49.3260      180      Resistor,100R,0402,1%,1/16W                                                                                                                                                            
R136       Resistor               TopLayer    R0402                                              101.9221     44.6298      90       Resistor,100R,0402,1%,1/16W                                                                                                                                                            
R97        Resistor               TopLayer    R0402                                              104.9020     55.2450      270      Resistor,100R,0402,1%,1/16W                                                                                                                                                            
R140       Resistor               TopLayer    R0402                                              99.8901      44.5661      90       Resistor,100R,0402,1%,1/16W                                                                                                                                                            
R139       Resistor               TopLayer    R0402                                              98.8741      44.5661      90       Resistor,100R,0402,1%,1/16W                                                                                                                                                            
R138       Resistor               TopLayer    R0402                                              97.8581      44.5661      90       Resistor,100R,0402,1%,1/16W                                                                                                                                                            
R146       Resistor               TopLayer    R0402                                              95.0819      44.1320      0        Resistor,100R,0402,1%,1/16W                                                                                                                                                            
R133       Resistor               TopLayer    R0402                                              95.0229      45.1480      0        Resistor,100R,0402,1%,1/16W                                                                                                                                                            
R89        Resistor               TopLayer    R0402                                              100.0069     57.8429      90       Resistor,49R9,0402,1%,1/16W                                                                                                                                                            
R88        Resistor               TopLayer    R0402                                              98.2469      57.8429      90       Resistor,49R9,0402,1%,1/16W                                                                                                                                                            
R90        Resistor               TopLayer    R0402                                              102.9200     57.8429      90       Resistor,49R9,0402,1%,1/16W                                                                                                                                                            
R203       Resistor               TopLayer    R0402                                              45.9941      23.7919      270      Resistor,47K,0402,1%,1/16W                                                                                                                                                             
R201       Resistor               TopLayer    R0402                                              48.8869      23.8369      90       Resistor,22R,0402,1%,1/16W                                                                                                                                                             
R200       Resistor               TopLayer    R0402                                              50.0299      23.9139      90       Resistor,22R,0402,1%,1/16W                                                                                                                                                             
R206       N/A                    TopLayer    R0402                                              47.4701      21.4831      90       Resistor,0R,0402,5%,1/16W                                                                                                                                                              
R205       Resistor               TopLayer    R0402                                              48.8869      21.5080      270      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R202       Resistor               TopLayer    R0402                                              47.4701      23.8100      270      Resistor,47K,0402,1%,1/16W                                                                                                                                                             
R175       Resistor               TopLayer    R0402                                              41.5260      41.1450      270      Resistor,22R,0402,1%,1/16W                                                                                                                                                             
R179       Resistor               TopLayer    R0402                                              45.5900      41.1450      270      Resistor,22R,0402,1%,1/16W                                                                                                                                                             
R178       Resistor               TopLayer    R0402                                              44.5739      41.1450      270      Resistor,22R,0402,1%,1/16W                                                                                                                                                             
R172       Resistor               TopLayer    R0402                                              40.5100      41.1450      270      Resistor,22R,0402,1%,1/16W                                                                                                                                                             
R176       Resistor               TopLayer    R0402                                              42.5419      41.1450      270      Resistor,22R,0402,1%,1/16W                                                                                                                                                             
R174       Resistor               TopLayer    R0402                                              39.4939      41.1450      270      Resistor,22R,0402,1%,1/16W                                                                                                                                                             
R173       Resistor               TopLayer    R0402                                              38.4779      41.1450      270      Resistor,22R,0402,1%,1/16W                                                                                                                                                             
R151       Resistor               TopLayer    R0402                                              41.5260      43.4310      90       Resistor,47K,0402,1%,1/16W                                                                                                                                                             
R153       Resistor               TopLayer    R0402                                              43.5579      43.4310      90       Resistor,47K,0402,1%,1/16W                                                                                                                                                             
R150       Resistor               TopLayer    R0402                                              45.5900      43.4310      90       Resistor,47K,0402,1%,1/16W                                                                                                                                                             
R154       Resistor               TopLayer    R0402                                              44.5739      43.4310      90       Resistor,47K,0402,1%,1/16W                                                                                                                                                             
R149       Resistor               TopLayer    R0402                                              40.5100      43.4310      90       Resistor,47K,0402,1%,1/16W                                                                                                                                                             
R152       Resistor               TopLayer    R0402                                              42.5419      43.4310      90       Resistor,47K,0402,1%,1/16W                                                                                                                                                             
R148       Resistor               TopLayer    R0402                                              39.4660      43.4769      90       Resistor,47K,0402,1%,1/16W                                                                                                                                                             
R147       Resistor               TopLayer    R0402                                              38.4500      43.4769      90       Resistor,47K,0402,1%,1/16W                                                                                                                                                             
R182       Resistor               TopLayer    R0603                                              24.1879      37.4388      90       Resistor,20R,0603,1%,1/10W                                                                                                                                                             
R183       Resistor               TopLayer    R0603                                              27.3050      37.4061      90       Resistor,20R,0603,1%,1/10W                                                                                                                                                             
R242       Resistor               BottomLayer R0402                                              26.4764      6.7658       180      Resistor,10K,0402,1%,1/16W                                                                                                                                                             
R189       Resistor               TopLayer    R0603                                              29.7099      35.9019      360      Resistor,0R,0603,ULO                                                                                                                                                                   
R195       Resistor               TopLayer    R0603                                              29.7099      30.0119      180      Resistor,4K7,0603,1%,1/10W                                                                                                                                                             
R191       Resistor               TopLayer    R0603                                              29.7099      34.6070      0        Resistor,0R,0603,ULO                                                                                                                                                                   
R130       Resistor               TopLayer    R0603                                              57.3529      45.9989      360      Resistor,1K,0603,1%,1/10W                                                                                                                                                              
R126       Resistor               TopLayer    R0603                                              120.1389     46.4967      90       Resistor,1M,0603,1%,1/10W                                                                                                                                                              
R234       Resistor               BottomLayer R0603                                              121.2080     46.5320      180      Resistor,510R,0603,1%,1/10W                                                                                                                                                            
Q1         9013-SOT23             TopLayer    NPN_SOT23                                          60.0202      7.6454       360      "NPN Bipolar Transistor"                                                                                                                                                               
P1         "Socket 10X2 STMod+"   TopLayer    CON_SAMTEC_SQT-110-01-F-D-RA__STMOD+               8.6180       63.8779      270      "Socket 10x2, 2.00mm, RA, TH, Height 6.35mm/2.29mm"                                                                                                                                    
LD6        LED_red                BottomLayer LED_0603_RED                                       124.4338     50.6948      180      "LED, Red, 0603"                                                                                                                                                                       
LD7        LED_green              BottomLayer LED_0603_GREEN                                     124.4338     48.4248      180      "LED, Green, 0603"                                                                                                                                                                     
LD1        LED_green              TopLayer    LED_0603_GREEN                                     63.9064      6.9330       90       "LED, Green, 0603"                                                                                                                                                                     
LD5        LED_red                TopLayer    LED_0603_RED                                       76.7842      16.6878      180      "LED, Red, 0603"                                                                                                                                                                       
LD3        LED_red                TopLayer    LED_0603_VISHAY_VLMS1300-GS08_RED_1A2K_H0P8        100.1448     15.1474      270      "LED Red, 0603 SMD, 2V Forward Voltage"                                                                                                                                                
LD4        LED_green              TopLayer    LED_0603_VISHAY_VLMTG1300-GS08_GREEN_1A2K_H0P8     81.3963      13.3621      90       "LED Green, 0603 SMD, Fw Voltage = 2.8V - 3.6V"                                                                                                                                        
LD2        LD_BICOLOR_CMS         TopLayer    LED_BI-GR_HSMF-A201-A00J1                          103.8980     13.7174      180      "LED Bicolor"                                                                                                                                                                          
LD8        LED_green              BottomLayer LED_0603_GREEN                                     124.2560     46.4820      360      "LED, Green, 0603"                                                                                                                                                                     
L2         BEAD                   TopLayer    L0603                                              69.5521      61.9150      90       "SMD Chip ferrite bead, 600R@100MHz +/-25%, 350mA, 500mohm DC, 0603, T=0.8mm"                                                                                                          
L4         ??                     TopLayer    IND_2016_MURATA_LQM2MPN2R2NG0                      63.5780      59.3060      270      "Inductor 2.2uH, 2x1.6x0.9mm"                                                                                                                                                          
L3         Inductor               TopLayer    L0603                                              61.2394      59.3090      270      "Ferrite Bead 18 ohm@100M Hz 0603"                                                                                                                                                     
L1         ??                     TopLayer    IND_POWER_COILCRAFT_ME3220                         85.3948      71.9582      360      "Power Inductor, 5.6uH, 0.2R, ME3220-562ML"                                                                                                                                            
L6         BEAD                   TopLayer    L0603                                              81.6580      38.4779      180      Bead,600R,350mA,0603                                                                                                                                                                   
L7         Inductor               TopLayer    L1210_LQH                                          74.4926      32.0546      180      "FIXED IND 4.7UH 1A 180 MOHM 30% SMD"                                                                                                                                                  
L8         BEAD                   TopLayer    L0603                                              79.2909      29.8549      180      Bead,600R,350mA,0603                                                                                                                                                                   
L5         BEAD                   TopLayer    FIL_0603_H0P65                                     94.9960      55.6920      90       "Bead,120R at 100Mhz,2A,0603"                                                                                                                                                          
JP1        "Shunt Fitted"         TopLayer    CON_SAMTEC_TSW-102-07-G-S                          12.8270      82.3719      90       "Header, 2x1, 2,54mm, VR, TH, Height 5.84mm/2.54mm - Shunt Fitted by default"                                                                                                          
JP3        "Jumper Header 2x1"    TopLayer    CON_SAMTEC_TSW-102-07-G-S                          121.9200     22.8600      180      "Header, 2x1, 2,54mm, VR, TH, Height 5.84mm/2.54mm"                                                                                                                                    
JP6        "Jumper Header 2x1"    TopLayer    CON_SAMTEC_TSW-102-07-G-S                          40.6400      3.8100       270      "Header, 2x1, 2,54mm, VR, TH, Height 5.84mm/2.54mm"                                                                                                                                    
JP7        "Jumper Header 2x1"    TopLayer    CON_SAMTEC_TSW-102-07-G-S                          50.8000      3.8100       270      "Header, 2x1, 2,54mm, VR, TH, Height 5.84mm/2.54mm"                                                                                                                                    
CN17       "Jumper Header 2x1"    TopLayer    CON_SAMTEC_TSW-102-07-G-S                          5.0800       17.7800      360      "Header, 2x1, 2,54mm, VR, TH, Height 5.84mm/2.54mm"                                                                                                                                    
CN18       "Jumper Header 2x1"    TopLayer    CON_SAMTEC_TSW-102-07-G-S                          5.0800       12.7000      360      "Header, 2x1, 2,54mm, VR, TH, Height 5.84mm/2.54mm"                                                                                                                                    
HW9        Logo                   TopLayer    LOGO_ROHS                                          -225.0460    -180.0112    270      ""ROHS" logo footprint for PCB"                                                                                                                                                        
HW5        Logo                   BottomLayer LOGO_CE                                            -225.0460    -180.0112    360      ""CE" logo footprint for PCB"                                                                                                                                                          
D10        BAT60JFILM             TopLayer    DIO_SOD323                                         86.5886      30.9235      90       BAT60JFILM                                                                                                                                                                             
D12        BAT60JFILM             TopLayer    DIO_SOD323                                         84.8795      30.9200      90       BAT60JFILM                                                                                                                                                                             
D11        BAT60JFILM             TopLayer    DIO_SOD323                                         88.2853      30.9235      90       BAT60JFILM                                                                                                                                                                             
D13        BAT60JFILM             TopLayer    DIO_SOD323                                         83.1530      30.9118      90       BAT60JFILM                                                                                                                                                                             
D6         DIODE                  TopLayer    DIO_SOD323_1A_2K                                   82.6310      60.3679      180      "Schottky Single diode,150mA, 100V"                                                                                                                                                    
D2         DIODE                  TopLayer    DIO_SOD323_1A_2K                                   88.0872      80.0354      270      "Schottky Single diode,150mA, 100V"                                                                                                                                                    
D3         "Anode = pin 1"        TopLayer    DIO_SMB-FLAT_1A_2K                                 63.5201      78.6130      270      "Low drop power Schottky rectifier(2A, 40V, 0.34V)"                                                                                                                                    
D1         "?Anode = pin 1"       TopLayer    DIO_SMA_1A_2K                                      115.4399     82.1659      270      "Transil 400W, VRM=58V"                                                                                                                                                                
D4         ??                     TopLayer    BRF_VISHAY_DFS_DF01S                               111.7570     67.9420      360      "Surface Mount Bridge Rectifiers"                                                                                                                                                      
D5         ??                     TopLayer    BRF_VISHAY_DFS_DF01S                               120.6470     67.9420      360      "Surface Mount Bridge Rectifiers"                                                                                                                                                      
D8         STPS1L40M              TopLayer    DIO_DO216-AA                                       71.4929      36.3440      270      "Low Drop power Schottky rectifier(1A, 40V, 0.4V)"                                                                                                                                     
CN13       USB_uAB_47590.0001     TopLayer    CON_USBMICROAB_MOLEX_47590-0001_H3                 67.5914      3.5110       360      "USB-MICRO-AB, 0.65mm, RA, SMT, Top Mount (compatible with MCD-00661 USB certified)"                                                                                                   
JP8        "Shunt Fitted 1-2"     TopLayer    CON_SAMTEC_TSW-106-07-X-D                          82.5500      3.8100       180      "Header, 6x2, 2,54mm, VR, TH, Height 5.84mm/2.54mm - Shunt Fitted 1-2"                                                                                                                 
CN4        "Header 7x2"           TopLayer    CON_STDC14_Receiver_MEDIUM                         4.8466       41.5290      270      "Header 7x2, 1.27mm, Dual row, Straight, "STDC14_MEDIUM" : footprint compatible with FTSH-107-01-L-DV,-K,-A,-P,-ES (use "STDC14_BIG" to also be compatible with SHF-107-01-L-D-SM,-K)" 
CN14       USB_uB_105017.0001     TopLayer    CON_USBMICROB_MOLEX_105017-0001_H2P90              98.7817      3.8202       360      "USB-MICRO-B, 0.65mm, RA, SMT, Bottom Mount,"                                                                                                                                          
CN1        RJ45_KRJ-CB4.2GYZNL    TopLayer    CON_RJ45_DGKYD_KRJ-CB4.2GYZNL                      101.1860     80.0610      180      "RJ45 jack, single port, with LEDS, Metal shielded dip low profile"                                                                                                                    
CN10       "Header 2x1"           TopLayer    CON_988-JIUBABA_PHFS25-11-02-G0B115-T-1            44.4500      3.8100       270      "Header, 2x1, 2.54mm, VR, TH, Height 6mm/3mm"                                                                                                                                          
CN8        Jack_PJ3028B-3_3P      TopLayer    CON_PHONE-JACK-3P5_HY_PJ3028B                      33.0200      9.2514       90       "Connector Jack socket Stereo 3.5mm, 3 pins, RA, SMT, Blue (Line input)"                                                                                                               
CN9        Jack_PJ3028B-3_3P      TopLayer    CON_PHONE-JACK-3P5_HY_PJ3028B                      18.6936      9.2514       90       "Connector Jack socket Stereo 3.5mm, 3 pins, RA, SMT, Green (Line output)"                                                                                                             
CN7        "Socket 6x1"           TopLayer    CON_SAMTEC_SSW-106-22-X-S-VS                       61.7096      18.2904      90       "Socket, 6x1, 2.54mm, VR, SMT, Height 9.78mm"                                                                                                                                          
CN6        "Socket 8x1"           TopLayer    CON_SAMTEC_SSW-108-22-X-S-VS                       109.9569     20.8304      270      "Socket, 8x1, 2.54mm, VR, SMT, Height 9.78mm"                                                                                                                                          
CN3        "Socket 8x1"           TopLayer    CON_SAMTEC_SSW-108-22-X-S-VS                       61.7096      38.6104      90       "Socket, 8x1, 2.54mm, VR, SMT, Height 9.78mm"                                                                                                                                          
CN2        "Socket 10x1"          TopLayer    CON_SAMTEC_SSW-110-22-X-S-VS                       109.9696     45.2144      270      "Socket, 10x1, 2.54mm, VR, SMT, Height 9.78mm"                                                                                                                                         
C44        Capacitor              TopLayer    C0402                                              60.9869      64.5970      270      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C36        Capacitor              TopLayer    C0402                                              60.9869      66.2399      90       "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C35        Capacitor              TopLayer    C0805                                              62.5340      65.8109      90       "Capacitor, MLCC, 10uF, 25V, X5R, 10%, 0805, T=0,85mm"                                                                                                                                 
C39        Capacitor              TopLayer    C0402                                              35.1790      66.3720      0        "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C43        Capacitor              TopLayer    C0402                                              38.2798      65.5211      180      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C42        Capacitor              TopLayer    C0402                                              35.1790      65.5239      0        "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C33        Capacitor              TopLayer    C0402                                              35.1790      67.2889      0        "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C54        Capacitor              TopLayer    C0402                                              38.2720      59.3090      0        "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C29        Capacitor              TopLayer    C0402                                              38.2798      69.1919      180      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C27        Capacitor              TopLayer    C0402                                              38.2798      70.1469      180      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C31        Capacitor              TopLayer    C0402                                              38.2798      68.1660      180      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C46        Capacitor              TopLayer    C0402                                              38.2798      64.5229      180      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C40        Capacitor              TopLayer    C0402                                              35.1718      68.1597      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C41        Cap_POL_TANA           TopLayer    CPOL_VISHAY_TANTAL-595D_1407_H220                  68.4268      64.7438      360      "Capacitor, Tantalum, 1uF, 35V, +/-10%, 595D case A"                                                                                                                                   
C99        Capacitor              TopLayer    C0402                                              35.1201      44.8559      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C57        Capacitor              TopLayer    C0402                                              35.1790      58.0029      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C95        Capacitor              TopLayer    C0402                                              35.1150      45.8970      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C85        Capacitor              TopLayer    C0402                                              35.1528      48.0309      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C88        Capacitor              TopLayer    C0402                                              35.1279      46.9461      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C87        Capacitor              TopLayer    C0402                                              38.0060      46.9900      180      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C45        Capacitor              TopLayer    C0402                                              35.1790      64.5409      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C100       Capacitor              TopLayer    C0402                                              38.0230      44.8559      180      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C96        Capacitor              TopLayer    C0402                                              38.0230      45.8970      180      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C55        Capacitor              TopLayer    C0402                                              35.1709      59.2780      360      "Capacitor, MLCC, 100nF, 16V, X7R, 10%, 0402, T=0,5mm"                                                                                                                                 
C77        Cap_POL_TANA           TopLayer    CPOL_VISHAY_TANTAL-595D_1407_H220                  36.8300      51.4858      270      "Capacitor, Tantalum, 4.7uF, 16V, +/-10%, 595D case A"                                                                                                                                 
C53        Capacitor              TopLayer    C0603                                              41.3840      58.6049      270      "Capacitor, MLCC, 1uF, 16V, X5R, 10%, 0603, T=0,8mm"                                                                                                                                   
